"","id","dam","sire"
"7866","714-10665","584-12253","584-12282"
"7867","714-10672","684-45067","584-12859"
"7868","714-10673","684-45067","584-12859"
"7869","714-10674",NA,"684-45872"
"7870","714-10675",NA,"684-45872"
"7871","714-10676","684-45489",NA
"7872","714-10677","684-45489",NA
"7873","714-10678","584-12040",NA
"7874","714-10679","584-12040",NA
"7875","714-10682","584-12025","584-12061"
"7876","714-10683","584-12025","584-12061"
"7877","714-10684","584-02405","684-45491"
"7878","714-10685","584-02405","684-45491"
"7879","714-10687","684-45549","684-45490"
"7880","714-10688","684-45549","684-45490"
"7881","714-10689","584-12893","684-45522"
"7882","714-10690","584-12893","684-45522"
"7883","714-10694","584-12296","584-12055"
"7884","714-10695","584-12296","584-12055"
"7885","714-10696","584-12053","684-45400"
"7886","714-10697","584-12053","684-45400"
"7887","714-10698","584-12064","684-45398"
"7888","714-10699","684-45484","584-12297"
"7889","714-10700","684-45484","584-12297"
"7890","714-10701","684-45506",NA
"7891","714-10702","684-45506",NA
"7892","714-10703","584-12079","684-45479"
"7893","714-10704","584-12079","684-45479"
"7894","714-10705",NA,"684-45492"
"7895","714-10706",NA,"684-45492"
"7896","714-10709","714-10539",NA
"7897","714-10711","684-45452","714-10549"
"7898","714-10712","684-45452","714-10549"
"7899","714-10713","684-45054","684-45500"
"7900","714-10714","684-45054","684-45500"
"7901","714-10719","584-02497","584-12243"
"7902","714-10720","584-02497","584-12243"
"7903","714-10721","684-45538","584-12837"
"7904","714-10722","684-45538","584-12837"
"7905","714-10723","714-10538","714-10513"
"7906","714-10724","714-10538","714-10513"
"7907","714-10725",NA,"684-45460"
"7908","714-10726",NA,"684-45460"
"7909","714-10728","584-12225","554-19104"
"7910","714-10729","584-12225","554-19104"
"7911","714-10732","684-45539","584-12060"
"7912","714-10733","684-45539","584-12060"
"7913","714-10734","584-12065","584-12034"
"7914","714-10735","584-12065","584-12034"
"7915","714-10736","584-12066","684-45453"
"7916","714-10737","584-12066","684-45453"
"7917","714-10738","684-45016","584-12098"
"7918","714-10739","684-45016","584-12098"
"7919","714-10740","684-45015","584-12030"
"7920","714-10741","684-45015","584-12030"
"7921","714-10742",NA,"584-12212"
"7922","714-10743","684-45498",NA
"7923","714-10744","584-12208","584-12891"
"7924","714-10745","584-12208","584-12891"
"7925","714-10746","584-12075","584-01598"
"7926","714-10747","584-12075","584-01598"
"7927","714-10748","584-12266","584-12256"
"7928","714-10749","584-12266","584-12256"
"7929","714-10750","584-12087","584-12843"
"7930","714-10751","584-12087","584-12843"
"7931","714-10752","684-45501","584-01855"
"7932","714-10753","684-45501","584-01855"
"7933","714-10754","684-45478","714-10504"
"7934","714-10755","684-45478","714-10504"
"7935","714-10756","714-10540","684-45507"
"7936","714-10757","714-10540","684-45507"
"7937","714-10763","684-45415","714-10530"
"7938","714-10766","584-12287","584-12284"
"7939","714-10767","584-12287","584-12284"
"7940","714-10768","584-12054","684-45417"
"7941","714-10769","584-12054","684-45417"
"7942","714-10770",NA,"684-45055"
"7943","714-10774","584-12261","584-12224"
"7944","714-10775","584-12261","584-12224"
"7945","714-10776","584-12230","584-12215"
"7946","714-10782","714-10547","584-09634"
"7947","714-10811",NA,"714-10555"
"7948","714-10812",NA,"714-10555"
"7949","714-10813","714-10542","684-45072"
"7950","714-10821","684-45432","684-45429"
"7951","714-10825","584-12239","684-45025"
"7952","714-10826",NA,"714-10840"
"7953","714-10827",NA,"714-10840"
"7954","714-10951","684-59997","684-59993"
"7955","714-10952","684-59997","684-59993"
"7956","714-10953","684-45447","584-12247"
"7957","714-10954","684-45447","584-12247"
"7958","714-10955","714-10816","584-02496"
"7959","714-10956","714-10816","584-02496"
"7960","714-10957","584-12289","714-10883"
"7961","714-10958","584-12289","714-10883"
"7962","714-10965","714-10909","684-59996"
"7963","714-10966","714-10909","684-59996"
"7964","714-10967","584-12053","714-10854"
"7965","714-10969","684-45873","684-59948"
"7966","714-10970","684-45873","684-59948"
"7967","714-10971","684-45406","714-10529"
"7968","714-10972","684-45406","714-10529"
"7969","714-10973","684-45015","584-12030"
"7970","714-10974","684-45015","584-12030"
"7971","714-10977","584-12898","684-45011"
"7972","714-10978","584-12898","684-45011"
"7973","714-10979","584-12241","714-10859"
"7974","714-10980","584-12241","714-10859"
"7975","714-10983","684-59969","714-10537"
"7976","714-10984","684-59969","714-10537"
"7977","714-10985","584-02407","684-45071"
"7978","714-10986","584-02407","684-45071"
"7979","714-10988","684-45494","684-45463"
"7980","714-10989","684-45494","684-45463"
"7981","714-10990","684-45419","684-45074"
"7982","714-10991","684-45419","684-45074"
"7983","714-10992","714-10553","684-45496"
"7984","714-10993","714-10553","684-45496"
"7985","714-10994","684-45399",NA
"7986","714-10995","684-45399",NA
"7987","714-10997","684-45887","684-45886"
"7988","714-10998","684-45887","684-45886"
"7989","714-11003","584-01594","584-12078"
"7990","714-11005","584-01892","684-59959"
"7991","714-11007","714-10865","684-45547"
"7992","714-11008","584-01594","584-12078"
"7993","714-11009","554-19103","584-12279"
"7994","714-11010","554-19103","584-12279"
"7995","714-11011","584-12079","684-45479"
"7996","714-11012","584-12079","684-45479"
"7997","714-11013","714-10531","584-09997"
"7998","714-11014","714-10531","584-09997"
"7999","714-11016","584-02428","584-02424"
"8000","714-11017","584-02428","584-02424"
"8001","714-11018","684-59950","684-45524"
"8002","714-11019","684-59950","684-45524"
"8003","714-11020","684-45858","684-45483"
"8004","714-11021","684-45864","684-59982"
"8005","714-11022","684-45487","714-10512"
"8006","714-11023","684-45487","714-10512"
"8007","714-11024","584-12872","584-12245"
"8008","714-11025","584-12872","584-12245"
"8009","714-11026","684-45505","714-10913"
"8010","714-11027","684-45505","714-10913"
"8011","714-11028","684-45577","684-45578"
"8012","714-11029","684-45577","684-45578"
"8013","714-11030","684-45885",NA
"8014","714-11031","684-45885",NA
"8015","714-11032","584-12026","684-45075"
"8016","714-11033","584-12026","684-45075"
"8017","714-11034",NA,"684-45892"
"8018","714-11035",NA,"684-45892"
"8019","714-11036","684-59978","584-12254"
"8020","714-11037","684-59978","584-12254"
"8021","714-11038","584-12229","684-45587"
"8022","714-11039","584-12229","684-45587"
"8023","714-11040","684-45876","684-45460"
"8024","714-11041","684-45876","684-45460"
"8025","714-11042","714-10538","684-45877"
"8026","714-11043","714-10538","684-45877"
"8027","714-11046","584-12092","684-45554"
"8028","714-11047","584-12065","584-12034"
"8029","714-11048","584-12065","584-12034"
"8030","714-11049","584-12072","714-10528"
"8031","714-11050","584-12072","714-10528"
"8032","714-11051","714-11394","584-01599"
"8033","714-11052","714-11394","584-01599"
"8034","714-11057","684-45534","584-12089"
"8035","714-11058","684-45534","584-12089"
"8036","714-11059",NA,"684-59984"
"8037","714-11060",NA,"684-59984"
"8038","714-11061","684-45029","684-45536"
"8039","714-11062","684-45029","684-45536"
"8040","714-11065","584-12074","684-45863"
"8041","714-11066","584-12074","684-45863"
"8042","714-11067","684-59935","684-45535"
"8043","714-11068","684-59935","684-45535"
"8044","714-11071","684-45482","684-45510"
"8045","714-11072","684-59973","714-10842"
"8046","714-11073","684-59973","714-10842"
"8047","714-11078","684-59956","584-12248"
"8048","714-11079","684-59956","584-12248"
"8049","714-11080","684-45002","714-10900"
"8050","714-11081","684-45002","714-10900"
"8051","714-11082","584-01892","684-59959"
"8052","714-11084","684-45013","584-01846"
"8053","714-11085","714-10865","684-45547"
"8054","714-11087","684-59986","684-45589"
"8055","714-11088","684-59986","684-45589"
"8056","714-11089","684-45597","684-45596"
"8057","714-11090","684-45597","684-45596"
"8058","714-11091","684-45006","684-45555"
"8059","714-11092","684-59989","584-12215"
"8060","714-11093","684-59989","584-12215"
"8061","714-11095","714-10861","714-10868"
"8062","714-11096","714-10861","714-10868"
"8063","714-11097","584-12285","584-12008"
"8064","714-11098","584-12285","584-12008"
"8065","714-11099","714-10817","584-01855"
"8066","714-11100","714-10817","584-01855"
"8067","714-11101","584-02428","584-02424"
"8068","714-11102","714-10542","684-45524"
"8069","714-11103","714-10542","684-45524"
"8070","714-11106","584-01594","584-12078"
"8071","714-11107","684-59957","684-45866"
"8072","714-11112","554-19156","584-12047"
"8073","714-11113","584-12079","684-45479"
"8074","714-11114","714-10538","684-45877"
"8075","714-11115","714-10538","684-45877"
"8076","714-11116","584-12225","554-19104"
"8077","714-11117","584-12225","554-19104"
"8078","714-11118","684-45498","584-01599"
"8079","714-11122","584-02417","684-59974"
"8080","714-11123","584-02417","684-59974"
"8081","714-11124","584-12263","584-12255"
"8082","714-11125","584-12898","684-45011"
"8083","714-11126","584-12285","584-12008"
"8084","714-11127","584-12287","684-45031"
"8085","714-11132","684-45898","684-59966"
"8086","714-11133","584-12299","584-12021"
"8087","714-11134","684-59935","684-45535"
"8088","714-11135","684-45858","684-45483"
"8089","714-11136","714-10515",NA
"8090","714-11138","684-45865","584-12292"
"8091","714-11141","584-12872","584-12245"
"8092","714-11142","584-02428","584-02424"
"8093","714-11143","684-45044","684-45079"
"8094","714-11144","684-59950","684-59951"
"8095","714-11145","684-59950","684-59951"
"8096","714-11146","584-12299","584-12021"
"8097","714-11147","684-45534","584-12089"
"8098","714-11148","684-59935","684-45535"
"8099","714-11149","684-45858","684-45483"
"8100","714-11150","584-01892","684-59959"
"8101","714-11151","714-10865","684-45547"
"8102","714-11152","684-59957","684-45866"
"8103","714-11153","584-01594","584-12078"
"8104","714-11154","684-45498","584-01599"
"8105","714-11155",NA,"684-45422"
"8106","714-11156",NA,"684-45456"
"8107","714-11157","684-45865","584-12292"
"8108","714-11161","684-45505","684-45454"
"8109","714-11162","684-45558","714-10889"
"8110","714-11163","684-45577","684-45578"
"8111","714-11164","684-45577","684-45578"
"8112","714-11165","684-45447","584-12247"
"8113","714-11166",NA,"714-10840"
"8114","714-11167","684-59986","684-45343"
"8115","714-11168","684-59986","684-45343"
"8116","714-11169","684-45894","684-45588"
"8117","714-11170","684-45894","684-45588"
"8118","714-11171","584-12079","684-45479"
"8119","714-11173","584-12285","584-12008"
"8120","714-11174","584-12287","684-45031"
"8121","714-11175","684-45044","684-45079"
"8122","714-11176","684-45439","714-10857"
"8123","714-11177","684-45439","714-10857"
"8124","714-11178","714-10531","584-09997"
"8125","714-11179","684-45487","714-10512"
"8126","714-11180","584-12074","684-45863"
"8127","714-11181","584-12088",NA
"8128","714-11182",NA,"684-45422"
"8129","714-11183","684-45419","684-45074"
"8130","714-11184","714-10543","684-45421"
"8131","714-11185","554-19103","584-12279"
"8132","714-11186","714-10564",NA
"8133","714-11188","714-10503","584-01855"
"8134","714-11189","584-12853","714-10504"
"8135","714-11190","684-45346",NA
"8136","714-11191","684-45346",NA
"8137","714-11192","684-59973","714-10842"
"8138","714-11193","684-45482","684-45510"
"8139","714-11195","684-45558","714-10889"
"8140","714-11196","684-45505","684-45454"
"8141","714-11197","584-12026","684-45075"
"8142","714-11200","684-45432","684-45429"
"8143","714-11202","684-45489",NA
"8144","714-11203","684-45013","584-01846"
"8145","714-11204","714-10865","684-45547"
"8146","714-11206","584-12893","684-45522"
"8147","714-11207","584-12893","684-45522"
"8148","714-11208","584-01894","714-10887"
"8149","714-11209","584-01894","714-10887"
"8150","714-11210","714-10833","584-12297"
"8151","714-11211","714-10833","584-12297"
"8152","714-11212","684-45506",NA
"8153","714-11213","684-45506",NA
"8154","714-11214","684-45538","584-12837"
"8155","714-11216","584-12092","684-45554"
"8156","714-11217","584-12092","684-45554"
"8157","714-11218","714-10557","584-12009"
"8158","714-11219","714-10557","584-12009"
"8159","714-11220","684-59902","684-45512"
"8160","714-11221","684-59956","584-12248"
"8161","714-11222","714-10531","584-09997"
"8162","714-11227","714-10878",NA
"8163","714-11228","684-45447","584-12247"
"8164","714-11231","684-59931","684-45061"
"8165","714-11232","684-59931","684-45061"
"8166","714-11241","684-59969","714-10537"
"8167","714-11242","684-59956","584-12248"
"8168","714-11243","554-19161","684-45071"
"8169","714-11244","584-12214","714-10869"
"8170","714-11245","584-12262","684-45475"
"8171","714-11246",NA,"684-59984"
"8172","714-11247",NA,"684-59984"
"8173","714-11248","684-45029","684-45536"
"8174","714-11250","584-12074","684-45863"
"8175","714-11251","584-12088",NA
"8176","714-11252","684-45489",NA
"8177","714-11253","684-45013","584-01846"
"8178","714-11254","684-59973","714-10842"
"8179","714-11256","584-12026","684-45075"
"8180","714-11257","684-45868","584-12084"
"8181","714-11258","684-45419","684-45074"
"8182","714-11259","714-10543","684-45421"
"8183","714-11260","684-45457","584-12295"
"8184","714-11261","684-45457","584-12295"
"8185","714-11264","684-45432","684-45429"
"8186","714-11265","714-10841","714-10554"
"8187","714-11268","584-12853","714-10504"
"8188","714-11269","584-12075","584-01598"
"8189","714-11270","584-12075","584-01598"
"8190","714-11271","584-12898","684-45011"
"8191","714-11277","684-45864","684-59982"
"8192","714-11278","584-12253","584-12282"
"8193","714-11280","584-12296","584-12055"
"8194","714-11281","684-45470","714-10846"
"8195","714-11282","684-45470","714-10846"
"8196","714-11284","684-45538","584-12837"
"8197","714-11287","684-59975","714-10502"
"8198","714-11288","584-12072","714-10528"
"8199","714-11289","684-45015","584-12030"
"8200","714-11290","714-10878",NA
"8201","714-11294","684-45406","714-10529"
"8202","714-11295","684-45406","714-10529"
"8203","714-11297","554-19161","684-45071"
"8204","714-11298","684-59970","684-45854"
"8205","714-11299","684-45476","714-10652"
"8206","714-11300","684-45029","684-45536"
"8207","714-11302","684-45487","714-10512"
"8208","714-11303","584-12239","714-10853"
"8209","714-11304","684-45482","684-45510"
"8210","714-11307","584-12229","684-45587"
"8211","714-11308","584-12229","684-45587"
"8212","714-11309","584-12097","684-59933"
"8213","714-11310","584-12097","684-59933"
"8214","714-11311","714-10841","714-10554"
"8215","714-11312","684-45569",NA
"8216","714-11313","684-59970","684-45854"
"8217","714-11314","684-45570","684-59909"
"8218","714-11316","684-59969","714-10537"
"8219","714-11318",NA,"684-45856"
"8220","714-11319","684-45476","714-10652"
"8221","714-11320","584-12262","684-45475"
"8222","714-11321","584-12252","684-45595"
"8223","714-11322","684-45887","684-45886"
"8224","714-11325","714-10507","584-12050"
"8225","714-11326","714-10507","584-12050"
"8226","714-11330","584-12289","714-10883"
"8227","714-11331","684-45039","684-59926"
"8228","714-11337","584-12072","714-10528"
"8229","714-11338","684-45015","584-12030"
"8230","714-11339","584-12253","584-12282"
"8231","714-11342","684-45864","684-59982"
"8232","714-11346","584-12252","684-45595"
"8233","714-11347",NA,"684-45892"
"8234","714-11349","684-45562",NA
"8235","714-11350","684-45887","684-45886"
"8236","714-11356",NA,"714-10549"
"8237","714-11357",NA,"714-10549"
"8238","714-11358","684-45597","684-45596"
"8239","714-11360","684-45540","684-45412"
"8240","714-11362","584-12289","714-10883"
"8241","714-11364","714-10653","714-10847"
"8242","714-11366","684-45562",NA
"8243","714-11368","684-45540","684-45412"
"8244","714-11369",NA,"684-45892"
"8245","714-11373","714-10884",NA
"8246","714-11374","714-10884",NA
"8247","714-11375","684-45039","684-59926"
"8248","714-11376","714-10653","714-10847"
"8249","714-11377","584-12065","584-12034"
"8250","714-11378","684-45857","684-45533"
"8251","714-11403","684-45346","584-10000"
"8252","714-11404","684-59960","684-59961"
"8253","714-11405","684-59960","684-59961"
"8254","714-11406","684-59994","684-45449"
"8255","714-11407","684-59994","684-45449"
"8256","714-11418","684-45538","584-12837"
"8257","714-11419","684-45538","584-12837"
"8258","714-11420","584-12299","684-45533"
"8259","714-11421","584-12299","684-45533"
"8260","714-11424","584-12252","684-45595"
"8261","714-11425","584-12252","684-45595"
"8262","714-11426","684-59913","714-11390"
"8263","714-11427","684-59913","714-11390"
"8264","714-11430","584-01872","W.Y."
"8265","714-11431","584-01872","W.Y."
"8266","714-11434","684-59931",NA
"8267","714-11435","684-59931",NA
"8268","714-11436","714-10539",NA
"8269","714-11437","714-10539",NA
"8270","714-11438","684-45470","684-45583"
"8271","714-11439","684-45470","684-45583"
"8272","714-11440","584-01894","714-10887"
"8273","714-11441","584-01894","714-10887"
"8274","714-11444","684-45013","584-01846"
"8275","714-11445","684-45432","684-45429"
"8276","714-11446","584-12253","584-12282"
"8277","714-11447","584-12253","584-12282"
"8278","714-11448","684-45481","584-01596"
"8279","714-11449","684-45481","584-01596"
"8280","714-11451","714-10841","714-10554"
"8281","714-11452","714-10841","714-10554"
"8282","714-11453","684-45559","584-12084"
"8283","714-11454","684-45559","584-12084"
"8284","714-11455","684-45426",NA
"8285","714-11456","684-45034","684-59968"
"8286","714-11457","684-45034","684-59968"
"8287","714-11460","714-10872","684-45055"
"8288","714-11464","684-45017","684-45444"
"8289","714-11465","684-45017","684-45444"
"8290","714-11466","714-10557","584-12009"
"8291","714-11467","714-10557","584-12009"
"8292","714-11469","584-01857","714-10890"
"8293","714-11470","584-12893","684-45522"
"8294","714-11471","584-12893","684-45522"
"8295","714-11472","684-45007","584-12047"
"8296","714-11482","684-45558","714-10889"
"8297","714-11484","714-11389","684-45421"
"8298","714-11485","714-11389","684-45421"
"8299","714-11488","684-45457","584-12295"
"8300","714-11489","684-45457","584-12295"
"8301","714-11490",NA,"684-45456"
"8302","714-11491","684-59919","684-45565"
"8303","714-11492","684-59919","684-45565"
"8304","714-11493","684-59970","684-45854"
"8305","714-11494","684-59970","684-45854"
"8306","714-11497",NA,"714-10863"
"8307","714-11498",NA,"714-10863"
"8308","714-11499","684-45889","684-45855"
"8309","714-11500","684-45889","684-45855"
"8310","714-17101","584-02428","584-02424"
"8311","714-17102","584-02428","584-02424"
"8312","714-17103","584-02428","584-02424"
"8313","714-17105","684-59969","714-10537"
"8314","714-17106","684-59969","714-10537"
"8315","714-17109","684-59956","584-12248"
"8316","714-17110","684-45002","714-10900"
"8317","714-17111",NA,"714-10863"
"8318","714-17112",NA,"714-10863"
"8319","714-17113","684-45889","684-45855"
"8320","714-17114","684-45889","684-45855"
"8321","714-17117","584-02407","684-45071"
"8322","714-17118","584-02407","684-45071"
"8323","714-17119","714-10533","584-12049"
"8324","714-17122","684-59970","684-45854"
"8325","714-17123","684-59970","684-45854"
"8326","714-17126","684-59913","584-12277"
"8327","714-17127","714-10933","584-12089"
"8328","714-17128","714-10933","584-12089"
"8329","714-17130","714-10934","684-45595"
"8330","714-17131","684-45029","584-09633"
"8331","714-17132","714-10935",NA
"8332","714-17133","714-10935",NA
"8333","714-17134","684-59935","684-45535"
"8334","714-17135","684-59935","684-45535"
"8335","714-17137","684-45457","584-12295"
"8336","714-17138","684-45457","584-12295"
"8337","714-17139",NA,"684-45456"
"8338","714-17140",NA,"684-45456"
"8339","714-17141","684-59919","684-45565"
"8340","714-17142","714-10501","714-10842"
"8341","714-17143","714-10501","714-10842"
"8342","714-17146","584-12291","684-59953"
"8343","714-17147","684-45885",NA
"8344","714-17148","684-45885",NA
"8345","714-17151","584-02404","714-10820"
"8346","714-17152","584-02404","714-10820"
"8347","714-17153","714-11399","584-01897"
"8348","714-17154","714-11399","584-01897"
"8349","714-17156","714-10943","684-59933"
"8350","714-17157","714-10943","684-59933"
"8351","714-17158","684-45036","684-45073"
"8352","714-17159","684-45036","684-45073"
"8353","714-17160","684-45013","584-01846"
"8354","714-17161","684-45013","584-01846"
"8355","714-17164","584-01594","684-59959"
"8356","714-17172","684-59978","584-12254"
"8357","714-17173","684-59978","584-12254"
"8358","714-17174","684-45377","684-45588"
"8359","714-17175","584-12229","684-45587"
"8360","714-17176","584-12229","684-45587"
"8361","714-17178","684-45470","684-45583"
"8362","714-17179","684-45470","684-45583"
"8363","714-17180","684-59972","714-10854"
"8364","714-17181","684-59972","714-10854"
"8365","714-17182","714-10849","714-10918"
"8366","714-17183","684-45597","684-45596"
"8367","714-17184","684-45597","684-45596"
"8368","714-17189","714-10538","684-45877"
"8369","714-17190","714-10538","684-45877"
"8370","714-17200","684-45049","684-45530"
"8371","714-17201","684-45049","684-45530"
"8372","714-17209","714-10557","584-12009"
"8373","714-17210","714-10557","584-12009"
"8374","714-17211","684-45540","714-10901"
"8375","714-17212","684-45540","714-10901"
"8376","714-17215","714-11394","584-01599"
"8377","714-17216","714-11394","584-01599"
"8378","714-17219","584-12075","684-59921"
"8379","714-17220","584-12075","684-59921"
"8380","714-17221","684-45471","684-59991"
"8381","714-17223","584-01899","714-10504"
"8382","714-17224","584-01899","714-10504"
"8383","714-17225","714-10817","584-01855"
"8384","714-17226","714-10817","584-01855"
"8385","714-17227",NA,"684-59909"
"8386","714-17228",NA,"684-59909"
"8387","714-17233","684-59903","684-45031"
"8388","714-17234","684-59903","684-45031"
"8389","714-17235","584-12054","714-11392"
"8390","714-17236","584-12054","714-11392"
"8391","714-17237","714-10872","684-45055"
"8392","714-17239","684-45569","714-10536"
"8393","714-17240","684-45569","714-10536"
"8394","714-17241","684-59899",NA
"8395","714-17244","714-10927","584-12215"
"8396","714-17245","714-10927","584-12215"
"8397","714-17246","714-10862","684-45408"
"8398","714-17247","684-59994","684-45449"
"8399","714-17248","684-59994","684-45449"
"8400","714-17249","684-59997","684-59993"
"8401","714-17250","684-59960","684-59961"
"8402","714-17251","684-59960","684-59961"
"8403","714-17252",NA,"714-10946"
"8404","714-17253",NA,"714-10946"
"8405","714-17254","714-10921","684-45870"
"8406","714-17255","714-10921","684-45870"
"8407","714-17258","684-45447","584-12247"
"8408","714-17259","684-45447","584-12247"
"8409","714-17260",NA,"714-10908"
"8410","714-17263","714-10877","714-10880"
"8411","714-17264","714-10877","714-10880"
"8412","714-17267","714-10939","584-10000"
"8413","714-17268","714-10939","584-10000"
"8414","714-17275","714-10894","684-45463"
"8415","714-17280",NA,"714-10904"
"8416","714-17281",NA,"714-10904"
"8417","714-17304","684-45041","684-59785"
"8418","714-17305","684-45041","684-59785"
"8419","714-17311","714-10894","684-59917"
"8420","714-17312","684-45534","584-12089"
"8421","714-17313","684-45534","584-12089"
"8422","714-17314","684-59913","684-45533"
"8423","714-17315","684-59913","684-45533"
"8424","714-17316","684-45029","684-59984"
"8425","714-17317","684-45029","684-59984"
"8426","714-17318","684-45864","684-45595"
"8427","714-17319","684-45864","684-45595"
"8428","714-17321","714-10935",NA
"8429","714-17322","584-12074","684-45863"
"8430","714-17323","584-12074","684-45863"
"8431","714-17326","684-45858","684-45483"
"8432","714-17327","684-45858","684-45483"
"8433","714-17328","584-12088",NA
"8434","714-17333","684-45419","684-45422"
"8435","714-17334","684-45419","684-45422"
"8436","714-17335","714-17286","684-45455"
"8437","714-17336","714-17286","684-45455"
"8438","714-17343","684-45457","584-12295"
"8439","714-17344","714-17297","684-45456"
"8440","714-17345","714-17297","684-45456"
"8441","714-17346","584-12239","714-10853"
"8442","714-17350","584-12026","714-10888"
"8443","714-17351","584-12026","714-10888"
"8444","714-17352",NA,"714-10818"
"8445","714-17353",NA,"714-10818"
"8446","714-17354","684-59930","684-45886"
"8447","714-17355",NA,"714-10889"
"8448","714-17356",NA,"714-10889"
"8449","714-17358","584-12291","684-59953"
"8450","714-17359","584-12291","684-59953"
"8451","714-17363","684-45742","684-59933"
"8452","714-17364","684-45742","684-59933"
"8453","714-17366","714-10814","684-59959"
"8454","714-17368","684-45013","584-01846"
"8455","714-17369","714-10871","684-45429"
"8456","714-17370","714-10871","684-45429"
"8457","714-17375","684-45867","684-45892"
"8458","714-17380","684-59978","584-12254"
"8459","714-17384","684-45640","684-45587"
"8460","714-17390","714-17295","714-10904"
"8461","714-17391","714-17295","714-10904"
"8462","714-17392","714-10932","714-10854"
"8463","714-17393","714-10932","714-10854"
"8464","714-17400","714-17289","714-17290"
"8465","714-17402","714-17285","684-59948"
"8466","714-17403","714-17285","684-59948"
"8467","714-17408","714-10653","684-45877"
"8468","714-17412","684-45049","684-59907"
"8469","714-17413","684-45049","684-59907"
"8470","714-17414","684-45599","714-10886"
"8471","714-17415","684-45599","714-10886"
"8472","714-17423","714-10557","584-12009"
"8473","714-17424","684-45017",NA
"8474","714-17425","684-45017",NA
"8475","714-17426","684-45540","714-10901"
"8476","714-17427","684-45540","714-10901"
"8477","714-17430","714-11394","584-01599"
"8478","714-17431","714-11394","584-01599"
"8479","714-17436","584-12075","684-59921"
"8480","714-17437","584-12075","684-59921"
"8481","714-17447","584-12087","684-45586"
"8482","714-17448","714-10817","714-17291"
"8483","714-17453","714-10939","584-10000"
"8484","714-17454","714-10939","584-10000"
"8485","714-17457","714-10931","714-10530"
"8486","714-17458","714-10931","714-10530"
"8487","714-17464","684-45569","714-10536"
"8488","714-17465","684-45569","714-10536"
"8489","714-17466","684-59960","714-10907"
"8490","714-17467","684-59960","714-10907"
"8491","714-17468","684-59997","684-59993"
"8492","714-17469","684-59997","684-59993"
"8493","714-17472","714-10921","714-10946"
"8494","714-17473","714-10921","714-10946"
"8495","714-17478","714-10862","684-45408"
"8496","714-17479","714-10862","684-45408"
"8497","714-17480","714-10927","584-12215"
"8498","714-17481","714-10927","584-12215"
"8499","714-17482","684-45447","584-12247"
"8500","714-17483","684-45447","584-12247"
"8501","714-17488","714-10884","714-10880"
"8502","714-17489","714-10884","714-10880"
"8503","724-39113","684-59985","714-10537"
"8504","724-39114","684-59985","714-10537"
"8505","724-39115","684-45041","684-59785"
"8506","724-39116","684-45041","684-59785"
"8507","724-39119","684-59912","714-10900"
"8508","724-39120","684-59912","714-10900"
"8509","724-39123",NA,"714-10863"
"8510","724-39124",NA,"714-10863"
"8511","724-39125","714-10533","584-12049"
"8512","724-39126","714-10533","584-12049"
"8513","724-39127","714-10894",NA
"8514","724-39130","684-45416","684-59917"
"8515","724-39133","754-10028","714-10869"
"8516","724-39139","684-45864","684-45595"
"8517","724-39140","684-45864","684-45595"
"8518","724-39144","684-45858",NA
"8519","724-39145","684-45858",NA
"8520","724-39146","684-45459",NA
"8521","724-39150","684-45419","684-45422"
"8522","724-39151","684-45419","684-45422"
"8523","724-39156","714-10501","714-10842"
"8524","724-39157","714-10501","714-10842"
"8525","724-39163","684-59960","714-10907"
"8526","724-39164","684-59960","714-10907"
"8527","724-39169",NA,"714-10946"
"8528","724-39170",NA,"714-10946"
"8529","724-39180","714-10862",NA
"8530","724-39181","714-10862",NA
"8531","724-39182","714-10927","584-12215"
"8532","724-39183","714-10927","584-12215"
"8533","724-39184","684-45569","714-10536"
"8534","724-39185","684-45569","714-10536"
"8535","724-39196","584-12075","684-59921"
"8536","734-10452","584-02405","754-10030"
"8537","754-10038","754-10008","584-01846"
"8538","754-10039","714-10950","584-01846"
"8539","754-10041","714-10814","684-59959"
"8540","754-10042","714-10814","684-59959"
"8541","754-10043","714-10758","714-10913"
"8542","754-10044","714-10758","714-10913"
"8543","754-10045","684-59930","684-45886"
"8544","754-10046","684-59930","684-45886"
"8545","754-10047","684-45482","584-02496"
"8546","754-10048","684-45482","584-02496"
"8547","754-10050","684-45885","754-10014"
"8548","754-10051","684-45885","754-10014"
"8549","754-10052","584-12026","584-12292"
"8550","754-10053","584-12026","584-12292"
"8551","754-10058","754-10034","714-17270"
"8552","754-10059","684-45559","754-10035"
"8553","754-10060","684-45559","754-10035"
"8554","754-10061","684-59977","714-10820"
"8555","754-10062","714-10507",NA
"8556","754-10063","714-10507",NA
"8557","754-10064","684-45742","684-59933"
"8558","754-10065","684-45742","684-59933"
"8559","754-10066","684-59977","714-10820"
"8560","754-10075","684-45867","684-45892"
"8561","754-10076","684-45867","684-45892"
"8562","754-10080","684-45640","684-45587"
"8563","754-10082","684-45640","684-45587"
"8564","754-10087","584-01894","714-10854"
"8565","754-10088","584-01894","714-10854"
"8566","754-10204","754-10172","714-10820"
"8567","754-10222","684-59960","754-10470"
"8568","754-10223","684-59960","754-10470"
"8569","754-10228","684-45640","764-55180"
"8570","754-10229","684-45640","764-55180"
"8571","754-10247","764-55183","754-10461"
"8572","754-10248","764-55183","754-10461"
"8573","754-10266","684-59912","754-10031"
"8574","754-10267","684-59912","754-10031"
