"","id","dam","sire"
"2106","714-10537",NA,NA
"2107","714-10536",NA,NA
"2108","714-10815",NA,NA
"2109","714-10817",NA,NA
"2110","714-10556",NA,NA
"2111","714-10565",NA,NA
"2112","714-10563",NA,NA
"2113","714-10562",NA,NA
"2114","714-10538",NA,NA
"2115","714-10516",NA,NA
"2116","714-10532",NA,NA
"2117","714-10521",NA,NA
"2118","714-10515",NA,NA
"2119","714-10513",NA,NA
"2120","714-10512",NA,NA
"2121","714-10546",NA,NA
"2122","714-10517",NA,NA
"2123","684-59914",NA,NA
"2124","684-59919",NA,NA
"2125","684-59916",NA,NA
"2126","684-59918",NA,NA
"2127","684-59936",NA,NA
"2128","684-59927",NA,NA
"2129","684-59915",NA,NA
"2130","684-59921",NA,NA
"2131","684-59931",NA,NA
"2132","684-59929",NA,NA
"2133","684-59913",NA,NA
"2134","684-59917",NA,NA
"2135","684-59920",NA,NA
"2136","684-59930",NA,NA
"2137","684-59922",NA,NA
"2138","684-59935",NA,NA
"2139","684-59934",NA,NA
"2140","684-59928",NA,NA
"2141","684-59923",NA,NA
"2142","684-59932",NA,NA
"2143","684-59926",NA,NA
"2144","684-59937",NA,NA
"2145","684-59933",NA,NA
"2146","684-59909",NA,NA
"2147","684-59901",NA,NA
"2148","684-59911",NA,NA
"2149","684-45596",NA,NA
"2150","684-59912",NA,NA
"2151","684-45598",NA,NA
"2152","684-45600",NA,NA
"2153","684-45582",NA,NA
"2154","684-45578",NA,NA
"2155","684-45585",NA,NA
"2156","684-45574",NA,NA
"2157","684-45576",NA,NA
"2158","684-45589",NA,NA
"2159","684-45575",NA,NA
"2160","684-45566",NA,NA
"2161","684-45571",NA,NA
"2162","684-45570",NA,NA
"2163","684-45564",NA,NA
"2164","684-45569",NA,NA
"2165","684-45567",NA,NA
"2166","684-45565",NA,NA
"2167","684-45568",NA,NA
"2168","684-45588",NA,NA
"2169","684-45577",NA,NA
"2170","684-45579",NA,NA
"2171","684-45572",NA,NA
"2172","684-45573",NA,NA
"2173","684-45580",NA,NA
"2174","684-45590",NA,NA
"2175","684-45591",NA,NA
"2176","684-45592",NA,NA
"2177","684-59907",NA,NA
"2178","684-59906",NA,NA
"2179","684-59908",NA,NA
"2180","684-45597",NA,NA
"2181","684-45599",NA,NA
"2182","684-45581",NA,NA
"2183","684-45586",NA,NA
"2184","684-45583",NA,NA
"2185","684-45587",NA,NA
"2186","684-45584",NA,NA
"2187","684-45594",NA,NA
"2188","684-45595",NA,NA
"2189","684-45593",NA,NA
"2190","684-59910",NA,NA
"2191","684-59904",NA,NA
"2192","684-59903",NA,NA
"2193","684-59902",NA,NA
"2194","684-59905",NA,NA
"2195","684-59987",NA,NA
"2196","684-59990",NA,NA
"2197","684-59983",NA,NA
"2198","684-59984",NA,NA
"2199","684-59985",NA,NA
"2200","684-59991",NA,NA
"2201","684-59989",NA,NA
"2202","684-59982",NA,NA
"2203","684-59988",NA,NA
"2204","684-59978",NA,NA
"2205","684-59975",NA,NA
"2206","684-59981",NA,NA
"2207","684-59979",NA,NA
"2208","684-59976",NA,NA
"2209","684-59973",NA,NA
"2210","684-59974",NA,NA
"2211","684-59977",NA,NA
"2212","684-59980",NA,NA
"2213","684-59992",NA,NA
"2214","684-59965",NA,NA
"2215","684-59968",NA,NA
"2216","684-59966",NA,NA
"2217","684-59967",NA,NA
"2218","684-59964",NA,NA
"2219","684-59972",NA,NA
"2220","684-59969",NA,NA
"2221","684-59971",NA,NA
"2222","684-59970",NA,NA
"2223","684-59948",NA,NA
"2224","684-59951",NA,NA
"2225","684-59946",NA,NA
"2226","684-59952",NA,NA
"2227","684-59947",NA,NA
"2228","684-59950",NA,NA
"2229","684-59963",NA,NA
"2230","684-59953",NA,NA
"2231","684-59949",NA,NA
"2232","684-59960",NA,NA
"2233","684-59954",NA,NA
"2234","684-59957",NA,NA
"2235","684-59959",NA,NA
"2236","684-59955",NA,NA
"2237","684-59958",NA,NA
"2238","684-59961",NA,NA
"2239","684-59956",NA,NA
"2240","684-59962",NA,NA
"2241","684-59986",NA,NA
"2242","684-59996",NA,NA
"2243","684-59994",NA,NA
"2244","684-59998",NA,NA
"2245","684-59993",NA,NA
"2246","684-59995",NA,NA
"2247","684-59997",NA,NA
"2248","714-10833",NA,NA
"2249","714-10842",NA,NA
"2250","714-10834",NA,NA
"2251","714-10841",NA,NA
"2252","714-10840",NA,NA
"2253","714-10876",NA,NA
"2254","714-10852",NA,NA
"2255","714-10878",NA,NA
"2256","714-10863",NA,NA
"2257","714-10865",NA,NA
"2258","714-10866",NA,NA
"2259","714-10859",NA,NA
"2260","714-10902",NA,NA
"2261","714-10851",NA,NA
"2262","714-10853",NA,NA
"2263","714-10849",NA,NA
"2264","714-10850",NA,NA
"2265","714-10854",NA,NA
"2266","714-10846",NA,NA
"2267","714-10847",NA,NA
"2268","714-10785",NA,NA
"2269","714-10861",NA,NA
"2270","714-10857",NA,NA
"2271","714-10867",NA,NA
"2272","714-10870",NA,NA
"2273","714-10856",NA,NA
"2274","714-10858",NA,NA
"2275","684-45378",NA,NA
"2276","714-10903",NA,NA
"2277","714-10862",NA,NA
"2278","714-10848",NA,NA
"2279","714-10860",NA,NA
"2280","714-10881",NA,NA
"2281","714-10855",NA,NA
"2282","714-10901",NA,NA
"2283","714-10886",NA,NA
"2284","714-10882",NA,NA
"2285","714-10877",NA,NA
"2286","714-10875",NA,NA
"2287","714-10885",NA,NA
"2288","714-10883",NA,NA
"2289","714-10788",NA,NA
"2290","714-10787",NA,NA
"2291","714-10891",NA,NA
"2292","714-10893",NA,NA
"2293","714-10871",NA,NA
"2294","714-10868",NA,NA
"2295","714-10874",NA,NA
"2296","714-10869",NA,NA
"2297","714-10873",NA,NA
"2298","714-10872",NA,NA
"2299","714-10888",NA,NA
"2300","714-10890",NA,NA
"2301","714-10887",NA,NA
"2302","714-10889",NA,NA
"2303","714-10892",NA,NA
"2304","714-10880",NA,NA
"2305","714-10879",NA,NA
"2306","714-10884",NA,NA
"2307","714-10864",NA,NA
"2308","714-10917",NA,NA
"2309","714-10919",NA,NA
"2310","714-10915",NA,NA
"2311","714-10918",NA,NA
"2312","714-10916",NA,NA
"2313","714-10900",NA,NA
"2314","714-11387",NA,NA
"2315","714-11388",NA,NA
"2316","714-11389",NA,NA
"2317","714-10898",NA,NA
"2318","714-11390",NA,NA
"2319","714-11392",NA,NA
"2320","714-11393",NA,NA
"2321","714-10899",NA,NA
"2322","714-10896",NA,NA
"2323","714-11391",NA,NA
"2324","714-10894",NA,NA
"2325","714-10895",NA,NA
"2326","714-10897",NA,NA
"2327","714-11386",NA,NA
"2328","714-10911",NA,NA
"2329","714-10905",NA,NA
"2330","714-10904",NA,NA
"2331","714-10914",NA,NA
"2332","714-11399",NA,NA
"2333","714-11394",NA,NA
"2334","714-11397",NA,NA
"2335","714-10912",NA,NA
"2336","714-11395",NA,NA
"2337","714-10907",NA,NA
"2338","714-10913",NA,NA
"2339","684-45377",NA,NA
"2340","714-10909",NA,NA
"2341","714-11398",NA,NA
"2342","714-10686",NA,NA
"2343","714-11396",NA,NA
"2344","714-10906",NA,NA
"2345","714-10908",NA,NA
"2346","714-10910",NA,NA
"2347","714-10928",NA,NA
"2348","714-10921",NA,NA
"2349","714-10925",NA,NA
"2350","714-10923",NA,NA
"2351","714-10920",NA,NA
"2352","714-10926",NA,NA
"2353","714-10927",NA,NA
"2354","714-10922",NA,NA
"2355","714-10924",NA,NA
"2356","714-10930",NA,NA
"2357","714-10929",NA,NA
"2358","714-10949",NA,NA
"2359","714-10946",NA,NA
"2360","714-10945",NA,NA
"2361","714-10944",NA,NA
"2362","714-10931",NA,NA
"2363","714-10936",NA,NA
"2364","714-10934",NA,NA
"2365","714-10932",NA,NA
"2366","714-10935",NA,NA
"2367","684-45850",NA,NA
"2368","714-10941",NA,NA
"2369","714-10942",NA,NA
"2370","714-10940",NA,NA
"2371","714-10943",NA,NA
"2372","714-10938",NA,NA
"2373","714-10939",NA,NA
"2374","714-10937",NA,NA
"2375","714-10933",NA,NA
"2376","714-10999",NA,NA
"2377","714-10947",NA,NA
"2378","714-10950",NA,NA
"2379","714-11000",NA,NA
"2380","714-10948",NA,NA
"2381","714-17283",NA,NA
"2382","714-17282",NA,NA
"2383","714-17285",NA,NA
"2384","714-17291",NA,NA
"2385","714-17289",NA,NA
"2386","714-17287",NA,NA
"2387","714-17292",NA,NA
"2388","714-17293",NA,NA
"2389","714-17295",NA,NA
"2390","714-17288",NA,NA
"2391","714-17286",NA,NA
"2392","714-17290",NA,NA
"2393","714-17294",NA,NA
"2394","714-17297",NA,NA
"2395","714-17296",NA,NA
"2396","684-59785",NA,NA
"2397","714-17298",NA,NA
"2398","714-17284",NA,NA
"2399","754-10005",NA,NA
"2400","754-10009",NA,NA
"2401","754-10007",NA,NA
"2402","754-10004",NA,NA
"2403","754-10008",NA,NA
"2404","684-59832",NA,NA
"2405","754-10006",NA,NA
"2406","754-10003",NA,NA
"2407","754-10010",NA,NA
"2408","754-10014",NA,NA
"2409","754-10029",NA,NA
"2410","754-10031",NA,NA
"2411","754-10030",NA,NA
"2412","754-10028",NA,NA
"2413","754-10027",NA,NA
"2414","754-10026",NA,NA
"2415","754-10035",NA,NA
"2416","754-10034",NA,NA
"2417","754-10033",NA,NA
"2418","754-10036",NA,NA
"2419","754-10032",NA,NA
"2420","754-10013",NA,NA
"2421","754-10012",NA,NA
"2422","724-39199",NA,NA
"2423","724-39200",NA,NA
"2424","754-10467",NA,NA
"2425","754-10466",NA,NA
"2426","754-10463",NA,NA
"2427","754-10455",NA,NA
"2428","754-10456",NA,NA
"2429","754-10462",NA,NA
"2430","754-10464",NA,NA
"2431","754-10461",NA,NA
"2432","754-10465",NA,NA
"2433","754-10460",NA,NA
"2434","754-10458",NA,NA
"2435","754-10459",NA,NA
"2436","754-10457",NA,NA
"2437","754-10474",NA,NA
"2438","754-10470",NA,NA
"2439","754-10468",NA,NA
"2440","754-10472",NA,NA
"2441","754-10471",NA,NA
"2442","754-10469",NA,NA
"2443","754-10475",NA,NA
"2444","754-10473",NA,NA
"2445","764-55175",NA,NA
"2446","764-55176",NA,NA
"2447","764-55174",NA,NA
"2448","764-55173",NA,NA
"2449","764-55172",NA,NA
"2450","764-55185",NA,NA
"2451","764-55184",NA,NA
"2452","764-55181",NA,NA
"2453","764-55180",NA,NA
"2454","764-55182",NA,NA
"2455","764-55178",NA,NA
"2456","764-55179",NA,NA
"2457","764-55177",NA,NA
"2458","724-39107",NA,NA
"2459","764-55190",NA,NA
"2460","754-10155",NA,NA
"2461","764-55196",NA,NA
"2462","764-55195",NA,NA
"2463","754-10164",NA,NA
"2464","754-10151",NA,NA
"2465","754-10162",NA,NA
"2466","764-55200",NA,NA
"2467","754-10153",NA,NA
"2468","754-10152",NA,NA
"2469","764-55234",NA,NA
"2470","764-55233",NA,NA
"2471","754-10144",NA,NA
"2472","764-55056",NA,NA
"2473","764-55194",NA,NA
"2474","764-55235",NA,NA
"2475","764-55022",NA,NA
"2476","764-55192",NA,NA
"2477","764-55191",NA,NA
"2478","764-55188",NA,NA
"2479","754-10102",NA,NA
"2480","754-10306",NA,NA
"2481","754-10150",NA,NA
"2482","764-55186",NA,NA
"2483","764-55193",NA,NA
"2484","764-55198",NA,NA
"2485","764-55197",NA,NA
"2486","764-55187",NA,NA
"2487","764-55189",NA,NA
"2488","764-55238",NA,NA
"2489","764-55239",NA,NA
"2490","764-55240",NA,NA
"2491","764-55242",NA,NA
"2492","754-10485",NA,NA
"2493","754-10189",NA,NA
"2494","754-10188",NA,NA
"2495","754-10484",NA,NA
"2496","754-10198",NA,NA
"2497","754-10481",NA,NA
"2498","754-10491",NA,NA
"2499","754-10182",NA,NA
"2500","754-10183",NA,NA
"2501","754-10178",NA,NA
"2502","754-10176",NA,NA
"2503","754-10177",NA,NA
"2504","754-10175",NA,NA
"2505","754-10185",NA,NA
"2506","754-10181",NA,NA
"2507","754-10480",NA,NA
"2508","754-10482",NA,NA
"2509","764-55337",NA,NA
"2510","754-10477",NA,NA
"2511","754-10476",NA,NA
"2512","754-10191",NA,NA
"2513","754-10193",NA,NA
"2514","754-10488",NA,NA
"2515","754-10489",NA,NA
"2516","754-10486",NA,NA
"2517","754-10487",NA,NA
"2518","754-10493",NA,NA
"2519","754-10494",NA,NA
"2520","754-10492",NA,NA
"2521","754-10194",NA,NA
"2522","754-10195",NA,NA
"2523","764-55469",NA,NA
"2524","764-55470",NA,NA
"2525","764-55472",NA,NA
"2526","764-55456",NA,NA
"2527","764-55454",NA,NA
"2528","764-55457",NA,NA
"2529","764-55468",NA,NA
"2530","764-55495",NA,NA
"2531","844-74875",NA,NA
"2532","754-10500",NA,NA
"2533","764-55244",NA,NA
"2534","764-55249",NA,NA
"2535","764-55248",NA,NA
"2536","754-10496",NA,NA
"2537","764-55246",NA,NA
"2538","764-55500",NA,NA
"2539","844-74880",NA,NA
"2540","844-74879",NA,NA
"2541","844-74876",NA,NA
"2542","844-74878",NA,NA
"2543","844-74873",NA,NA
"2544","844-74874",NA,NA
"2545","844-74877",NA,NA
"2546","844-74867",NA,NA
"2547","844-74868",NA,NA
"2548","844-74872",NA,NA
"2549","764-55245",NA,NA
"2550","764-55496",NA,NA
"2551","764-55499",NA,NA
"2552","764-55492",NA,NA
"2553","764-55491",NA,NA
"2554","754-10495",NA,NA
"2555","764-55498",NA,NA
"2556","754-10499",NA,NA
"2557","794-53831",NA,NA
"2558","794-53852",NA,NA
"2559","794-53850",NA,NA
"2560","794-53851",NA,NA
"2561","794-53830",NA,NA
"2562","794-53829",NA,NA
"2563","794-53854",NA,NA
"2564","794-53836",NA,NA
"2565","794-53840",NA,NA
"2566","794-53837",NA,NA
"2567","794-53847",NA,NA
"2568","794-53838",NA,NA
"2569","794-53841",NA,NA
"2570","794-53827",NA,NA
"2571","794-53848",NA,NA
"2572","794-53853",NA,NA
"2573","794-53849",NA,NA
"2574","794-53826",NA,NA
"2575","794-53842",NA,NA
"2576","794-53835",NA,NA
"2577","794-53843",NA,NA
"2578","794-53839",NA,NA
"2579","794-53844",NA,NA
"2580","674-62735",NA,NA
"2581","674-62732",NA,NA
"2582","674-62734",NA,NA
"2583","674-62761",NA,NA
"2584","674-62733",NA,NA
"2585","674-62729",NA,NA
"2586","674-62730",NA,NA
"2587","674-62755",NA,NA
"2588","674-62712",NA,NA
"2589","674-62724",NA,NA
"2590","674-62714",NA,NA
"2591","674-62720",NA,NA
"2592","674-62737",NA,NA
"2593","674-62718",NA,NA
"2594","674-62703",NA,NA
"2595","674-62705",NA,NA
"2596","674-62760",NA,NA
"2597","674-62757",NA,NA
"2598","674-62738",NA,NA
"2599","674-62745",NA,NA
"2600","674-62701",NA,NA
"2601","674-62741",NA,NA
"2602","674-62749",NA,NA
"2603","674-62742",NA,NA
"2604","674-62740",NA,NA
"2605","674-62743",NA,NA
"2606","674-62706",NA,NA
"2607","674-62708",NA,NA
"2608","674-62759",NA,NA
"2609","674-62731",NA,NA
"2610","674-62723",NA,NA
"2611","674-62721",NA,NA
"2612","674-62709",NA,NA
"2613","674-62748",NA,NA
"2614","674-62753",NA,NA
"2615","674-62704",NA,NA
"2616","0944-02428",NA,NA
"2617","0944-02414",NA,NA
"2618","0944-02415",NA,NA
"2619","0944-02422",NA,NA
"2620","0944-02419",NA,NA
"2621","0944-02424",NA,NA
"2622","0944-02427",NA,NA
"2623","0944-02425",NA,NA
"2624","0944-02429",NA,NA
"2625","0944-02413",NA,NA
"2626","554-56619",NA,NA
"2627","554-56621",NA,NA
"2628","0944-06004",NA,NA
"2629","0944-06001",NA,NA
"2630","554-56617",NA,NA
"2631","0944-06061",NA,NA
"2632","0944-06087",NA,NA
"2633","0944-06090",NA,NA
"2634","0944-06062",NA,NA
"2635","0944-06068",NA,NA
"2636","0944-06060",NA,NA
"2637","0944-06074",NA,NA
"2638","0944-06092",NA,NA
"2639","0944-06063",NA,NA
"2640","0944-06224",NA,NA
"2641","554-56633",NA,NA
"2642","1034-12320",NA,NA
"2643","B at C=89P",NA,NA
"2644","B at I-06",NA,NA
"2645","B at I-11",NA,NA
"2646","Br at L-02",NA,NA
"2647","G at A-05",NA,NA
"2648","G at B-02",NA,NA
"2649","G at C-13",NA,NA
"2650","G at D-04",NA,NA
"2651","G at E-01",NA,NA
"2652","G at E-03",NA,NA
"2653","G at E-06",NA,NA
"2654","G at F-02",NA,NA
"2655","G at G-16",NA,NA
"2656","G at I-11",NA,NA
"2657","G at K-04",NA,NA
"2658","G at K-09",NA,NA
"2659","G at P-05",NA,NA
"2660","G at P-08",NA,NA
"2661","G at S=70BR",NA,NA
"2662","G at S-01",NA,NA
"2663","G at S-05",NA,NA
"2664","G at T-04",NA,NA
"2665","G at T-05",NA,NA
"2666","G at U-02",NA,NA
"2667","G at V=28SP",NA,NA
"2668","G/GyR.",NA,NA
"2669","Gy at A-04",NA,NA
"2670","Gy at B-01",NA,NA
"2671","Gy at C-04",NA,NA
"2672","Gy at E-06",NA,NA
"2673","Gy at E-07",NA,NA
"2674","Gy at I-03",NA,NA
"2675","Gy at I-08",NA,NA
"2676","Gy at I-12",NA,NA
"2677","Gy at K-01",NA,NA
"2678","Gy at K-04",NA,NA
"2679","Gy at N-03",NA,NA
"2680","Gy at O-05",NA,NA
"2681","Gy at P-02",NA,NA
"2682","Gy at Q-02",NA,NA
"2683","Gy at S-08",NA,NA
"2684","GY at U-08",NA,NA
"2685","Gy/R.B.",NA,NA
"2686","GyO. (rt) at L-01 & J-02 in 2012",NA,NA
"2687","K at C-05",NA,NA
"2688","K at C-10",NA,NA
"2689","K at E-05",NA,NA
"2690","K at K-09",NA,NA
"2691","K at M-01",NA,NA
"2692","K at M-08",NA,NA
"2693","K at M-10",NA,NA
"2694","K at N-01",NA,NA
"2695","K at O-08",NA,NA
"2696","K at P=CMPST",NA,NA
"2697","K at P-06",NA,NA
"2698","K at P-07",NA,NA
"2699","K at Q-04",NA,NA
"2700","K at T-05",NA,NA
"2701","Lg at E-14",NA,NA
"2702","Lg at I-12",NA,NA
"2703","Lg at K-02",NA,NA
"2704","Lg at K-14",NA,NA
"2705","Lg at L-01",NA,NA
"2706","Lg at M-03",NA,NA
"2707","Lg at P-01",NA,NA
"2708","Lt at K-04",NA,NA
"2709","O at A-05",NA,NA
"2710","O at E-04",NA,NA
"2711","O at E-06",NA,NA
"2712","O at G-04",NA,NA
"2713","O at G-11",NA,NA
"2714","O at H=FFW",NA,NA
"2715","O at I-01",NA,NA
"2716","O at M-02",NA,NA
"2717","O at M-15",NA,NA
"2718","O at N-08",NA,NA
"2719","O at O-02",NA,NA
"2720","O at O-09",NA,NA
"2721","O at R-03",NA,NA
"2722","O.R. only at L-09",NA,NA
"2723","O/GyBr",NA,NA
"2724","PEG at J-01",NA,NA
"2725","R at C-08",NA,NA
"2726","R at D-05",NA,NA
"2727","R at G-01",NA,NA
"2728","R at G-10",NA,NA
"2729","R at H-01",NA,NA
"2730","R at I-03",NA,NA
"2731","R at I-07",NA,NA
"2732","R at J-07",NA,NA
"2733","R at K-02",NA,NA
"2734","R at K-14",NA,NA
"2735","R at L-05",NA,NA
"2736","R at L-11",NA,NA
"2737","R at P-02",NA,NA
"2738","R at Q-14",NA,NA
"2739","R at R-04",NA,NA
"2740","R at S-05",NA,NA
"2741","R at U-08",NA,NA
"2742","R at V=11",NA,NA
"2743","Rt (1978) at Q-10",NA,NA
"2744","Rt at C-03",NA,NA
"2745","Rt at C-04",NA,NA
"2746","Rt at C-05",NA,NA
"2747","Rt at F-02",NA,NA
"2748","Rt at G-01",NA,NA
"2749","Rt at G-04",NA,NA
"2750","Rt at K-04",NA,NA
"2751","Rt at K-07",NA,NA
"2752","Rt at L-12",NA,NA
"2753","Rt at M-03",NA,NA
"2754","Rt at M-10",NA,NA
"2755","Rt at M-12",NA,NA
"2756","Rt at M-15",NA,NA
"2757","Rt at O-06",NA,NA
"2758","Rt at O-09",NA,NA
"2759","Rt at P-01",NA,NA
"2760","Rt at Q-03",NA,NA
"2761","Rt at S-02",NA,NA
"2762","Rt at S-06",NA,NA
"2763","TDR at T-02",NA,NA
"2764","UNB at A-01",NA,NA
"2765","UNB at A-02",NA,NA
"2766","UNB at A-03",NA,NA
"2767","UNB at A-05",NA,NA
"2768","UNB at B-01",NA,NA
"2769","UNB at B-02",NA,NA
"2770","UNB at B-04",NA,NA
"2771","UNB at B-05",NA,NA
"2772","UNB at C=89P",NA,NA
"2773","UNB at C-01",NA,NA
"2774","UNB at C-03",NA,NA
"2775","UNB at C-04",NA,NA
"2776","UNB at C-05",NA,NA
"2777","UNB at C-06",NA,NA
"2778","UNB at C-07",NA,NA
"2779","UNB at C-08",NA,NA
"2780","UNB at C-09",NA,NA
"2781","UNB at C-10",NA,NA
"2782","UNB at C-12",NA,NA
"2783","UNB at C-13",NA,NA
"2784","UNB at D-04",NA,NA
"2785","UNB at D-05",NA,NA
"2786","UNB at D-06",NA,NA
"2787","UNB at E=147",NA,NA
"2788","UNB at E=15",NA,NA
"2789","UNB at E-01",NA,NA
"2790","UNB at E-02",NA,NA
"2791","UNB at E-03",NA,NA
"2792","UNB at E-04",NA,NA
"2793","UNB at E-05",NA,NA
"2794","UNB at E-06",NA,NA
"2795","UNB at E-07",NA,NA
"2796","UNB at E-08",NA,NA
"2797","UNB at E-09",NA,NA
"2798","UNB at E-10",NA,NA
"2799","UNB at E-11",NA,NA
"2800","UNB at E-12",NA,NA
"2801","UNB at E-13",NA,NA
"2802","UNB at F-01",NA,NA
"2803","UNB at F-02",NA,NA
"2804","UNB at G=25",NA,NA
"2805","UNB at G=HXBX",NA,NA
"2806","UNB at G-01",NA,NA
"2807","UNB at G-02",NA,NA
"2808","UNB at G-03",NA,NA
"2809","UNB at G-04",NA,NA
"2810","UNB at G-05",NA,NA
"2811","UNB at G-07",NA,NA
"2812","UNB at G-08",NA,NA
"2813","UNB at G-09",NA,NA
"2814","UNB at G-10",NA,NA
"2815","UNB at G-12",NA,NA
"2816","UNB at G-13",NA,NA
"2817","UNB at G-14",NA,NA
"2818","UNB at G-16",NA,NA
"2819","UNB at H=BURN",NA,NA
"2820","UNB at H=FFW",NA,NA
"2821","UNB at H-01",NA,NA
"2822","UNB at I=62TP",NA,NA
"2823","UNB at I-01",NA,NA
"2824","UNB at I-03",NA,NA
"2825","UNB at I-04",NA,NA
"2826","UNB at I-05",NA,NA
"2827","UNB at I-07",NA,NA
"2828","UNB at I-08",NA,NA
"2829","UNB at I-09",NA,NA
"2830","UNB at I-12",NA,NA
"2831","UNB at J-01",NA,NA
"2832","UNB at J-03",NA,NA
"2833","UNB at J-04",NA,NA
"2834","UNB at J-05",NA,NA
"2835","UNB at J-06",NA,NA
"2836","UNB at J-07",NA,NA
"2837","UNB at J-08",NA,NA
"2838","UNB at J-10",NA,NA
"2839","UNB at K=132",NA,NA
"2840","UNB at K-01",NA,NA
"2841","UNB at K-02",NA,NA
"2842","UNB at K-03",NA,NA
"2843","UNB at K-04",NA,NA
"2844","UNB at K-05",NA,NA
"2845","UNB at K-09",NA,NA
"2846","UNB at K-10",NA,NA
"2847","UNB at K-11",NA,NA
"2848","UNB at K-12",NA,NA
"2849","UNB at K-13",NA,NA
"2850","UNB at K-14",NA,NA
"2851","UNB at L=35",NA,NA
"2852","UNB at L=69",NA,NA
"2853","UNB at L=PLKGROOVE",NA,NA
"2854","UNB at L-01",NA,NA
"2855","UNB at L-02",NA,NA
"2856","UNB at L-05",NA,NA
"2857","UNB at L-07",NA,NA
"2858","UNB at L-08",NA,NA
"2859","UNB at L-09",NA,NA
"2860","UNB at L-10",NA,NA
"2861","UNB at L-11",NA,NA
"2862","UNB at L-12",NA,NA
"2863","UNB at M-01",NA,NA
"2864","UNB at M-02",NA,NA
"2865","UNB at M-03",NA,NA
"2866","UNB at M-06",NA,NA
"2867","UNB at M-07",NA,NA
"2868","UNB at M-08",NA,NA
"2869","UNB at M-09",NA,NA
"2870","UNB at M-10",NA,NA
"2871","UNB at M-11",NA,NA
"2872","UNB at M-12",NA,NA
"2873","UNB at M-13",NA,NA
"2874","UNB at M-15",NA,NA
"2875","UNB at M-16",NA,NA
"2876","UNB at MART",NA,NA
"2877","UNB at N-01",NA,NA
"2878","UNB at N-02",NA,NA
"2879","UNB at N-03",NA,NA
"2880","UNB at N-04",NA,NA
"2881","UNB at N-05",NA,NA
"2882","UNB at N-06",NA,NA
"2883","UNB at N-07",NA,NA
"2884","UNB at N-08",NA,NA
"2885","UNB at O-01",NA,NA
"2886","UNB at O-02",NA,NA
"2887","UNB at O-04",NA,NA
"2888","UNB at O-06",NA,NA
"2889","UNB at O-08",NA,NA
"2890","UNB at O-09",NA,NA
"2891","UNB at P=85BX",NA,NA
"2892","UNB at P=FH3",NA,NA
"2893","UNB at P-01",NA,NA
"2894","UNB at P-02",NA,NA
"2895","UNB at P-04",NA,NA
"2896","UNB at P-05",NA,NA
"2897","UNB at P-06",NA,NA
"2898","UNB at P-07",NA,NA
"2899","UNB at P-08",NA,NA
"2900","UNB at P-09",NA,NA
"2901","UNB at P-10",NA,NA
"2902","UNB at Q=128",NA,NA
"2903","UNB at Q-01",NA,NA
"2904","UNB at Q-02",NA,NA
"2905","UNB at Q-03",NA,NA
"2906","UNB at Q-04",NA,NA
"2907","UNB at Q-06",NA,NA
"2908","UNB at Q-07",NA,NA
"2909","UNB at Q-08",NA,NA
"2910","UNB at Q-09",NA,NA
"2911","UNB at Q-10",NA,NA
"2912","UNB at Q-11",NA,NA
"2913","UNB at Q-12",NA,NA
"2914","UNB at Q-13",NA,NA
"2915","UNB at R-01",NA,NA
"2916","UNB at R-03",NA,NA
"2917","UNB at R-04",NA,NA
"2918","UNB at S=70BRS",NA,NA
"2919","UNB at S-01",NA,NA
"2920","UNB at S-03",NA,NA
"2921","UNB at S-04",NA,NA
"2922","UNB at S-05",NA,NA
"2923","UNB at S-06",NA,NA
"2924","UNB at S-07",NA,NA
"2925","UNB at S-08",NA,NA
"2926","UNB at S-50",NA,NA
"2927","UNB at T-01",NA,NA
"2928","UNB at T-02",NA,NA
"2929","UNB at T-05",NA,NA
"2930","UNB at T-06",NA,NA
"2931","UNB at U=103",NA,NA
"2932","UNB at U=39",NA,NA
"2933","UNB at U=97BX",NA,NA
"2934","UNB at U=97E",NA,NA
"2935","UNB at U=97N",NA,NA
"2936","UNB at U=MTBE",NA,NA
"2937","UNB at U-01",NA,NA
"2938","UNB at U-02",NA,NA
"2939","UNB at U-03",NA,NA
"2940","UNB at U-04",NA,NA
"2941","UNB at U-05",NA,NA
"2942","UNB at U-06",NA,NA
"2943","UNB at U-07",NA,NA
"2944","UNB at U-08",NA,NA
"2945","UNB at U-97N1",NA,NA
"2946","UNB at U-97W",NA,NA
"2947","UNB at V=11",NA,NA
"2948","UNB at V=11ST",NA,NA
"2949","UNB at V=126",NA,NA
"2950","UNB at V=28",NA,NA
"2951","UNB at V=28PR",NA,NA
"2952","UNB at V=28SP",NA,NA
"2953","UNB at V=37",NA,NA
"2954","UNB at V=37PR",NA,NA
"2955","UNB at V=NBLB",NA,NA
"2956","UNB at V=SBLB",NA,NA
"2957","UNB at V=YOGI",NA,NA
"2958","UNB at WBGR2",NA,NA
"2959","UNB at WGBRE",NA,NA
"2960","UNB at WGNE",NA,NA
"2961","UNB at WMBR",NA,NA
"2962","UNK (Br) at Z-07",NA,NA
"2963","UNK at C-01",NA,NA
"2964","UNK at C-04",NA,NA
"2965","UNK at C-06",NA,NA
"2966","UNK at C-08",NA,NA
"2967","UNK at D-02",NA,NA
"2968","UNK at D-05",NA,NA
"2969","UNK at E-01",NA,NA
"2970","UNK at E-08",NA,NA
"2971","UNK at E-12",NA,NA
"2972","UNK at E-13",NA,NA
